,date,name,point
875,2021-03-18,찬실이는 복도 많지,8.74
876,2021-03-18,"당신, 거기 있어줄래요",8.71
877,2021-03-18,세자매,8.55
878,2021-03-18,분노,8.55
879,2021-03-18,그녀,8.53
880,2021-03-18,러브 라이브! 더 스쿨 아이돌 무비,8.51
881,2021-03-18,아비정전,8.48
882,2021-03-18,허트 로커,8.43
883,2021-03-18,콜드 워,8.26
884,2021-03-18,클로저,8.19
885,2021-03-18,하나와 앨리스,8.11
886,2021-03-18,해리 포터와 불의 잔,8.03
887,2021-03-18,무드 인디고,8.02
888,2021-03-18,일대종사,8.0
889,2021-03-18,날씨의 아이,7.95
890,2021-03-18,미나리,7.9
891,2021-03-18,철벽선생,7.77
892,2021-03-18,톰과 제리,7.63
893,2021-03-18,미션 파서블,7.42
894,2021-03-18,펭귄 하이웨이,6.71
895,2021-03-18,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.55
896,2021-03-18,불한당: 나쁜 놈들의 세상,6.43
897,2021-03-19,극장판 바이올렛 에버가든,9.49
898,2021-03-19,반지의 제왕: 왕의 귀환,9.37
899,2021-03-19,동주,9.37
900,2021-03-19,서유기 2 - 선리기연,9.36
901,2021-03-19,반지의 제왕: 두 개의 탑,9.35
902,2021-03-19,부활: 그 증거,9.34
903,2021-03-19,극장판 귀멸의 칼날: 무한열차편,9.31
904,2021-03-19,소울,9.31
905,2021-03-19,반지의 제왕: 반지 원정대,9.29
906,2021-03-19,"나, 다니엘 블레이크",9.28
907,2021-03-19,똥파리,9.22
908,2021-03-19,러빙 빈센트,9.22
909,2021-03-19,서유기 - 월광보합,9.21
910,2021-03-19,해피 투게더,9.2
911,2021-03-19,라야와 마지막 드래곤,9.16
912,2021-03-19,러브레터,9.12
913,2021-03-19,극장판 쿠로코의 농구 라스트 게임,9.09
914,2021-03-19,타오르는 여인의 초상,9.06
915,2021-03-19,더 헌트,8.97
916,2021-03-19,극장판 소드 아트 온라인 -오디널 스케일-,8.94
917,2021-03-19,러브 액츄얼리,8.93
918,2021-03-19,중경삼림,8.93
919,2021-03-19,"나는 내일, 어제의 너와 만난다",8.91
920,2021-03-19,아이,8.81
921,2021-03-19,달라스 바이어스 클럽,8.79
922,2021-03-19,너의 이름은.,8.79
923,2021-03-19,화양연화,8.79
924,2021-03-19,소공녀,8.78
925,2021-03-19,더 포스트,8.76
926,2021-03-19,찬실이는 복도 많지,8.74
927,2021-03-19,"당신, 거기 있어줄래요",8.71
928,2021-03-19,세자매,8.56
929,2021-03-19,분노,8.55
930,2021-03-19,그녀,8.53
931,2021-03-19,빅쇼트,8.52
932,2021-03-19,러브 라이브! 더 스쿨 아이돌 무비,8.51
933,2021-03-19,아비정전,8.49
934,2021-03-19,허트 로커,8.43
935,2021-03-19,콜드 워,8.26
936,2021-03-19,클로저,8.19
937,2021-03-19,국가부도의 날,8.13
938,2021-03-19,하나와 앨리스,8.11
939,2021-03-19,해리 포터와 불의 잔,8.03
940,2021-03-19,무드 인디고,8.02
941,2021-03-19,날씨의 아이,7.95
942,2021-03-19,미나리,7.89
943,2021-03-19,철벽선생,7.77
944,2021-03-19,톰과 제리,7.63
945,2021-03-19,미션 파서블,7.4
946,2021-03-19,은혼,7.2
947,2021-03-20,극장판 바이올렛 에버가든,9.49
948,2021-03-20,반지의 제왕: 왕의 귀환,9.38
949,2021-03-20,동주,9.37
950,2021-03-20,서유기 2 - 선리기연,9.36
951,2021-03-20,반지의 제왕: 두 개의 탑,9.35
952,2021-03-20,부활: 그 증거,9.34
953,2021-03-20,소울,9.31
954,2021-03-20,극장판 귀멸의 칼날: 무한열차편,9.3
955,2021-03-20,반지의 제왕: 반지 원정대,9.29
956,2021-03-20,"나, 다니엘 블레이크",9.28
957,2021-03-20,똥파리,9.22
958,2021-03-20,러빙 빈센트,9.22
959,2021-03-20,서유기 - 월광보합,9.21
960,2021-03-20,해피 투게더,9.2
961,2021-03-20,라야와 마지막 드래곤,9.15
962,2021-03-20,러브레터,9.12
963,2021-03-20,극장판 쿠로코의 농구 라스트 게임,9.09
964,2021-03-20,타오르는 여인의 초상,9.06
965,2021-03-20,더 헌트,8.97
966,2021-03-20,극장판 소드 아트 온라인 -오디널 스케일-,8.94
967,2021-03-20,러브 액츄얼리,8.93
968,2021-03-20,중경삼림,8.93
969,2021-03-20,"나는 내일, 어제의 너와 만난다",8.91
970,2021-03-20,아이,8.79
971,2021-03-20,달라스 바이어스 클럽,8.79
972,2021-03-20,너의 이름은.,8.79
973,2021-03-20,화양연화,8.79
974,2021-03-20,소공녀,8.78
975,2021-03-20,더 포스트,8.76
976,2021-03-20,찬실이는 복도 많지,8.74
977,2021-03-20,"당신, 거기 있어줄래요",8.71
978,2021-03-20,세자매,8.56
979,2021-03-20,분노,8.55
980,2021-03-20,그녀,8.53
981,2021-03-20,빅쇼트,8.52
982,2021-03-20,러브 라이브! 더 스쿨 아이돌 무비,8.51
983,2021-03-20,아비정전,8.49
984,2021-03-20,허트 로커,8.43
985,2021-03-20,콜드 워,8.26
986,2021-03-20,클로저,8.19
987,2021-03-20,국가부도의 날,8.13
988,2021-03-20,하나와 앨리스,8.11
989,2021-03-20,해리 포터와 불의 잔,8.03
990,2021-03-20,무드 인디고,8.02
991,2021-03-20,날씨의 아이,7.95
992,2021-03-20,미나리,7.87
993,2021-03-20,철벽선생,7.77
994,2021-03-20,톰과 제리,7.63
995,2021-03-20,미션 파서블,7.4
996,2021-03-20,은혼,7.2
